dose,state,year,age,val
"≥1 Dose, Males",North Carolina,2023,13-17 Years,77.6
"≥2 Doses, Males and Females",North Carolina,2022,13-17 Years,57.3
"≥2 Doses, Males",North Carolina,2022,13-17 Years,58.3
"Up-to-Date, Females",North Carolina,2023,13-17 Years,64.4
"Up-to-Date, Males",North Carolina,2023,13-17 Years,62.7
"Up-to-Date, Males and Females",North Carolina,2023,13-17 Years,63.5
"≥1 Dose, Females",North Carolina,2023,13-17 Years,70.7
"≥1 Dose, Males and Females",North Carolina,2023,13-17 Years,74.2
"≥3 Doses, Males",South Carolina,2015,13-17 Years,21.0
"≥3 Doses, Males",South Carolina,2014,13-17 Years,16.1
"≥3 Doses, Females",South Carolina,2015,13-17 Years,34.3
"≥3 Doses, Females",South Carolina,2012,13-17 Years,26.6
"≥3 Doses, Females",South Carolina,2011,13-17 Years,23.3
"≥3 Doses, Females",South Carolina,2013,13-17 Years,40.7
"≥3 Doses, Females",South Carolina,2014,13-17 Years,35.9
"≥3 Doses, Females",South Carolina,2008,13-17 Years,13.8
"≥3 Doses, Females",South Carolina,2009,13-17 Years,16.6
"≥3 Doses, Females",South Carolina,2010,13-17 Years,29.5
"≥2 Doses, Males and Females",South Carolina,2016,13-17 Years,33.6
"≥1 Dose, Females",South Carolina,2020,13-17 Years,69.3
"≥1 Dose, Females",South Carolina,2021,13-17 Years,77.8
"≥1 Dose, Females",South Carolina,2022,13-17 Years,75.5
"≥1 Dose, Males",South Carolina,2019,13-17 Years,68.0
"≥1 Dose, Males",South Carolina,2020,13-17 Years,70.9
"≥1 Dose, Males",South Carolina,2021,13-17 Years,85.6
"≥2 Doses, Males and Females",South Carolina,2018,13-17 Years,45.1
"≥1 Dose, Females",South Carolina,2019,13-17 Years,75.7
"≥2 Doses, Males and Females",South Carolina,2017,13-17 Years,47.3
"≥1 Dose, Males",South Carolina,2013,13-17 Years,22.2
"≥1 Dose, Males",South Carolina,2014,13-17 Years,29.4
"≥1 Dose, Males",South Carolina,2015,13-17 Years,35.1
"≥1 Dose, Males",South Carolina,2016,13-17 Years,38.2
"≥1 Dose, Males",South Carolina,2018,13-17 Years,60.7
"≥1 Dose, Males",South Carolina,2017,13-17 Years,59.3
"≥2 Doses, Males and Females",South Carolina,2019,13-17 Years,55.6
"≥1 Dose, Females",South Carolina,2009,13-17 Years,28.5
"≥1 Dose, Females",South Carolina,2008,13-17 Years,18.7
"≥1 Dose, Females",South Carolina,2012,13-17 Years,41.9
"≥1 Dose, Females",South Carolina,2013,13-17 Years,60.4
"≥1 Dose, Females",South Carolina,2014,13-17 Years,52.1
"≥1 Dose, Females",South Carolina,2011,13-17 Years,38.7
"≥1 Dose, Females",South Carolina,2010,13-17 Years,41.5
"≥1 Dose, Females",South Carolina,2017,13-17 Years,59.8
"≥1 Dose, Females",South Carolina,2016,13-17 Years,50.5
"≥1 Dose, Females",South Carolina,2015,13-17 Years,53.7
"≥1 Dose, Females",South Carolina,2018,13-17 Years,66.7
"≥1 Dose, Males",South Carolina,2012,13-17 Years,18.1
"≥2 Doses, Females",South Carolina,2012,13-17 Years,31.6
"≥2 Doses, Females",South Carolina,2013,13-17 Years,53.0
"≥2 Doses, Females",South Carolina,2008,13-17 Years,17.3
"≥1 Dose, Males and Females",South Carolina,2017,13-17 Years,59.6
"≥1 Dose, Males and Females",South Carolina,2016,13-17 Years,44.2
"≥2 Doses, Females",South Carolina,2010,13-17 Years,34.9
"≥2 Doses, Females",South Carolina,2011,13-17 Years,30.7
"≥2 Doses, Females",South Carolina,2009,13-17 Years,21.8
"≥1 Dose, Males and Females",South Carolina,2019,13-17 Years,71.8
"≥1 Dose, Males and Females",South Carolina,2018,13-17 Years,63.7
"≥2 Doses, Females",South Carolina,2017,13-17 Years,54.3
"≥2 Doses, Females",South Carolina,2016,13-17 Years,37.0
"≥2 Doses, Females",South Carolina,2015,13-17 Years,43.3
"≥2 Doses, Females",South Carolina,2014,13-17 Years,46.5
"≥1 Dose, Males and Females",South Carolina,2020,13-17 Years,70.1
"≥1 Dose, Males and Females",South Carolina,2021,13-17 Years,81.8
"≥1 Dose, Males",South Carolina,2022,13-17 Years,64.5
"≥1 Dose, Males and Females",South Carolina,2022,13-17 Years,69.9
"≥2 Doses, Females",South Carolina,2018,13-17 Years,48.6
"≥2 Doses, Females",South Carolina,2019,13-17 Years,60.7
"≥2 Doses, Males",South Carolina,2018,13-17 Years,41.7
"≥2 Doses, Males",South Carolina,2017,13-17 Years,40.4
"≥2 Doses, Males",South Carolina,2016,13-17 Years,30.3
"≥2 Doses, Males",South Carolina,2012,13-17 Years,15.9
"≥2 Doses, Males",South Carolina,2013,13-17 Years,13.1
"≥2 Doses, Males",South Carolina,2014,13-17 Years,22.5
"≥2 Doses, Males",South Carolina,2015,13-17 Years,26.4
"≥3 Doses, Males and Females",South Carolina,2011,13-17 Years,11.8
"≥3 Doses, Males and Females",South Carolina,2012,13-17 Years,16.1
"≥3 Doses, Males and Females",South Carolina,2013,13-17 Years,23.3
"≥3 Doses, Males and Females",South Carolina,2015,13-17 Years,27.6
"≥3 Doses, Males and Females",South Carolina,2014,13-17 Years,25.8
"≥2 Doses, Females",South Carolina,2022,13-17 Years,66.0
"Up-to-Date, Males",South Carolina,2021,13-17 Years,63.2
"Up-to-Date, Males and Females",South Carolina,2021,13-17 Years,62.1
"Up-to-Date, Males and Females",South Carolina,2022,13-17 Years,54.4
"Up-to-Date, Males and Females",South Carolina,2020,13-17 Years,47.0
"Up-to-Date, Males and Females",South Carolina,2018,13-17 Years,41.2
"Up-to-Date, Males and Females",South Carolina,2017,13-17 Years,42.7
"Up-to-Date, Males and Females",South Carolina,2016,13-17 Years,29.1
"≥2 Doses, Males",South Carolina,2019,13-17 Years,50.6
"Up-to-Date, Males and Females",South Carolina,2019,13-17 Years,53.0
"Up-to-Date, Males",South Carolina,2018,13-17 Years,37.7
"Up-to-Date, Males",South Carolina,2017,13-17 Years,38.0
"Up-to-Date, Males",South Carolina,2019,13-17 Years,47.0
"Up-to-Date, Males",South Carolina,2020,13-17 Years,46.9
"Up-to-Date, Males",South Carolina,2016,13-17 Years,27.4
"Up-to-Date, Males",South Carolina,2022,13-17 Years,44.3
"Up-to-Date, Females",South Carolina,2020,13-17 Years,47.1
"Up-to-Date, Females",South Carolina,2021,13-17 Years,61.0
"Up-to-Date, Females",South Carolina,2022,13-17 Years,64.7
"Up-to-Date, Females",South Carolina,2018,13-17 Years,44.8
"Up-to-Date, Females",South Carolina,2019,13-17 Years,59.2
"Up-to-Date, Females",South Carolina,2016,13-17 Years,30.8
"Up-to-Date, Females",South Carolina,2017,13-17 Years,47.4
"≥1 Dose, Males",Massachusetts,2023,13-17 Years,85.5
"≥3 Doses, Females",Massachusetts,2010,13-17 Years,46.8
"≥3 Doses, Males",Massachusetts,2015,13-17 Years,35.2
"≥3 Doses, Males",Massachusetts,2014,13-17 Years,27.3
"≥3 Doses, Males",Massachusetts,2013,13-17 Years,21.8
"≥3 Doses, Females",Massachusetts,2008,13-17 Years,29.1
"≥3 Doses, Females",Massachusetts,2009,13-17 Years,49.4
"≥3 Doses, Females",Massachusetts,2011,13-17 Years,48.5
"≥3 Doses, Females",Massachusetts,2013,13-17 Years,39.3
"≥3 Doses, Females",Massachusetts,2014,13-17 Years,49.5
"≥3 Doses, Females",Massachusetts,2012,13-17 Years,43.0
"≥3 Doses, Females",Massachusetts,2015,13-17 Years,52.8
"Up-to-Date, Females",Massachusetts,2023,13-17 Years,86.2
"Up-to-Date, Males and Females",Massachusetts,2023,13-17 Years,82.3
"≥1 Dose, Females",Massachusetts,2023,13-17 Years,93.8
"Up-to-Date, Males",Massachusetts,2023,13-17 Years,78.7
"≥1 Dose, Males and Females",Massachusetts,2023,13-17 Years,89.6
"≥2 Doses, Females",Massachusetts,2022,13-17 Years,80.9
"≥2 Doses, Males and Females",Massachusetts,2022,13-17 Years,80.1
"≥2 Doses, Males",Massachusetts,2022,13-17 Years,79.4
"≥3 Doses, Males and Females",Massachusetts,2013,13-17 Years,30.3
"≥3 Doses, Males and Females",Massachusetts,2015,13-17 Years,43.8
"≥3 Doses, Males and Females",Massachusetts,2014,13-17 Years,38.2
"≥3 Doses, Males and Females",Massachusetts,2012,13-17 Years,24.4
"≥3 Doses, Males and Females",Massachusetts,2011,13-17 Years,23.7
"Up-to-Date, Males",Arizona,2018,13-17 Years,50.4
"Up-to-Date, Males",Arizona,2019,13-17 Years,56.3
"Up-to-Date, Males",Arizona,2020,13-17 Years,51.2
"Up-to-Date, Females",Arizona,2020,13-17 Years,51.6
"Up-to-Date, Females",Arizona,2019,13-17 Years,57.4
"Up-to-Date, Females",Arizona,2018,13-17 Years,51.0
"Up-to-Date, Females",Arizona,2017,13-17 Years,57.9
"Up-to-Date, Males and Females",Arizona,2016,13-17 Years,44.1
"Up-to-Date, Males",Arizona,2021,13-17 Years,60.3
"Up-to-Date, Females",Arizona,2016,13-17 Years,46.6
"Up-to-Date, Males",Arizona,2022,13-17 Years,64.8
"Up-to-Date, Males and Females",Arizona,2017,13-17 Years,53.0
"Up-to-Date, Males and Females",Arizona,2018,13-17 Years,50.7
"Up-to-Date, Males and Females",Arizona,2019,13-17 Years,56.9
"Up-to-Date, Males and Females",Arizona,2020,13-17 Years,51.4
"Up-to-Date, Males and Females",Arizona,2021,13-17 Years,61.7
"Up-to-Date, Males and Females",Arizona,2022,13-17 Years,62.1
"≥3 Doses, Females",Arizona,2010,13-17 Years,33.1
"≥3 Doses, Females",Arizona,2008,13-17 Years,20.8
"≥3 Doses, Females",Arizona,2009,13-17 Years,31.2
"≥3 Doses, Females",Arizona,2015,13-17 Years,44.2
"≥1 Dose, Females",Arizona,2009,13-17 Years,52.8
"≥1 Dose, Females",Arizona,2010,13-17 Years,52.8
"≥3 Doses, Males",Arizona,2013,13-17 Years,19.5
"≥3 Doses, Males",Arizona,2014,13-17 Years,16.7
"≥3 Doses, Males",Arizona,2015,13-17 Years,27.0
"≥3 Doses, Females",Arizona,2011,13-17 Years,36.7
"≥3 Doses, Females",Arizona,2012,13-17 Years,36.9
"≥3 Doses, Females",Arizona,2013,13-17 Years,37.4
"≥3 Doses, Females",Arizona,2014,13-17 Years,35.8
"Up-to-Date, Females",Arizona,2021,13-17 Years,63.1
"Up-to-Date, Females",Arizona,2022,13-17 Years,59.2
"Up-to-Date, Males",Arizona,2017,13-17 Years,48.4
"Up-to-Date, Males",Arizona,2016,13-17 Years,41.7
"Up-to-Date, Females",Oregon,2021,13-17 Years,63.3
"Up-to-Date, Females",Oregon,2022,13-17 Years,67.0
"Up-to-Date, Females",Oregon,2020,13-17 Years,64.5
"Up-to-Date, Males",Oregon,2016,13-17 Years,44.7
"Up-to-Date, Females",Oregon,2017,13-17 Years,55.1
"Up-to-Date, Females",Oregon,2016,13-17 Years,50.3
"Up-to-Date, Males",Oregon,2022,13-17 Years,64.2
"Up-to-Date, Males",Oregon,2018,13-17 Years,57.5
"Up-to-Date, Males",Oregon,2017,13-17 Years,54.4
"Up-to-Date, Males",Oregon,2020,13-17 Years,58.9
"Up-to-Date, Males",Oregon,2019,13-17 Years,58.0
"Up-to-Date, Males",Oregon,2021,13-17 Years,70.6
"Up-to-Date, Females",Oregon,2018,13-17 Years,59.0
"Up-to-Date, Females",Oregon,2019,13-17 Years,63.7
"≥2 Doses, Males and Females",Montana,2022,13-17 Years,61.9
"≥2 Doses, Males",Montana,2022,13-17 Years,63.5
"≥2 Doses, Females",Montana,2022,13-17 Years,60.1
"≥3 Doses, Males and Females",Montana,2011,13-17 Years,19.7
"≥3 Doses, Males and Females",Montana,2012,13-17 Years,22.3
"≥1 Dose, Males and Females",Montana,2023,13-17 Years,75.7
"Up-to-Date, Males and Females",Montana,2023,13-17 Years,59.0
"Up-to-Date, Males",Montana,2023,13-17 Years,58.6
"≥1 Dose, Females",Montana,2023,13-17 Years,74.0
"≥1 Dose, Males",Montana,2023,13-17 Years,77.4
"Up-to-Date, Females",Montana,2023,13-17 Years,59.4
"≥1 Dose, Males",Illinois,2023,13-17 Years,76.9
"≥2 Doses, Males and Females",Illinois,2022,13-17 Years,67.1
"≥2 Doses, Males",Illinois,2022,13-17 Years,66.0
"≥3 Doses, Females",Illinois,2015,13-17 Years,40.2
"≥3 Doses, Females",Illinois,2008,13-17 Years,12.8
"≥3 Doses, Females",Illinois,2009,13-17 Years,23.4
"≥3 Doses, Females",Illinois,2010,13-17 Years,26.0
"≥3 Doses, Females",Illinois,2011,13-17 Years,34.0
"≥3 Doses, Females",Illinois,2013,13-17 Years,33.8
"≥3 Doses, Females",Illinois,2014,13-17 Years,47.7
"≥3 Doses, Females",Illinois,2012,13-17 Years,21.1
"Up-to-Date, Females",Illinois,2023,13-17 Years,74.3
"Up-to-Date, Males",Illinois,2023,13-17 Years,64.2
"Up-to-Date, Males and Females",Illinois,2023,13-17 Years,69.1
"≥1 Dose, Females",Illinois,2023,13-17 Years,84.5
"≥1 Dose, Males and Females",Illinois,2023,13-17 Years,80.6
"≥3 Doses, Males",Illinois,2013,13-17 Years,16.5
"≥3 Doses, Males",Illinois,2015,13-17 Years,26.8
"≥3 Doses, Males",Illinois,2014,13-17 Years,22.6
"≥1 Dose, Females",Illinois,2008,13-17 Years,27.0
"≥1 Dose, Females",Illinois,2009,13-17 Years,34.3
"≥1 Dose, Females",Illinois,2011,13-17 Years,51.6
"≥1 Dose, Females",Illinois,2010,13-17 Years,39.7
"≥1 Dose, Females",Illinois,2013,13-17 Years,53.2
"≥1 Dose, Females",Illinois,2012,13-17 Years,41.2
"≥1 Dose, Females",Illinois,2015,13-17 Years,62.0
"≥1 Dose, Females",Illinois,2014,13-17 Years,64.4
"≥2 Doses, Males and Females",Illinois,2019,13-17 Years,58.4
"≥1 Dose, Males",Illinois,2016,13-17 Years,58.7
"≥1 Dose, Males",Illinois,2015,13-17 Years,44.3
"≥1 Dose, Males",Illinois,2013,13-17 Years,34.8
"≥1 Dose, Males",Illinois,2014,13-17 Years,44.7
"≥2 Doses, Females",Illinois,2022,13-17 Years,68.3
"≥3 Doses, Males and Females",Illinois,2012,13-17 Years,15.5
"≥3 Doses, Males and Females",Illinois,2011,13-17 Years,17.3
"≥3 Doses, Males and Females",Illinois,2013,13-17 Years,25.0
"≥3 Doses, Males and Females",Illinois,2015,13-17 Years,33.4
"≥3 Doses, Males and Females",Illinois,2014,13-17 Years,34.9
"≥1 Dose, Males",Indiana,2023,13-17 Years,79.3
"≥1 Dose, Males and Females",Indiana,2023,13-17 Years,76.7
"≥1 Dose, Females",Indiana,2023,13-17 Years,73.9
"Up-to-Date, Males and Females",Indiana,2023,13-17 Years,61.8
"Up-to-Date, Males",Indiana,2023,13-17 Years,68.1
"Up-to-Date, Females",Indiana,2023,13-17 Years,55.2
"≥2 Doses, Males",Indiana,2022,13-17 Years,59.6
"≥2 Doses, Males and Females",Indiana,2022,13-17 Years,62.9
"≥3 Doses, Females",Indiana,2015,13-17 Years,30.9
"≥3 Doses, Females",Indiana,2011,13-17 Years,28.4
"≥3 Doses, Females",Indiana,2010,13-17 Years,24.8
"≥3 Doses, Females",Indiana,2009,13-17 Years,22.3
"≥3 Doses, Females",Indiana,2008,13-17 Years,11.6
"≥3 Doses, Females",Indiana,2012,13-17 Years,35.2
"≥3 Doses, Females",Indiana,2014,13-17 Years,44.4
"≥3 Doses, Females",Indiana,2013,13-17 Years,34.6
"≥3 Doses, Males and Females",Indiana,2011,13-17 Years,14.1
"≥3 Doses, Males and Females",Indiana,2012,13-17 Years,19.7
"≥2 Doses, Females",Indiana,2022,13-17 Years,66.4
"≥3 Doses, Males and Females",Indiana,2014,13-17 Years,28.2
"≥3 Doses, Males and Females",Indiana,2015,13-17 Years,29.2
"≥3 Doses, Males and Females",Indiana,2013,13-17 Years,21.1
"Up-to-Date, Males",Michigan,2016,13-17 Years,34.6
"Up-to-Date, Females",Michigan,2020,13-17 Years,61.6
"Up-to-Date, Females",Michigan,2022,13-17 Years,72.6
"Up-to-Date, Females",Michigan,2021,13-17 Years,68.9
"Up-to-Date, Females",Michigan,2016,13-17 Years,55.4
"Up-to-Date, Females",Michigan,2017,13-17 Years,60.4
"Up-to-Date, Females",Michigan,2018,13-17 Years,56.9
"Up-to-Date, Females",Michigan,2019,13-17 Years,57.7
"Up-to-Date, Males",Michigan,2022,13-17 Years,52.4
"Up-to-Date, Males",Michigan,2018,13-17 Years,53.3
"Up-to-Date, Males",Michigan,2017,13-17 Years,48.5
"Up-to-Date, Males",Michigan,2019,13-17 Years,61.1
"Up-to-Date, Males",Michigan,2020,13-17 Years,61.1
"Up-to-Date, Males",Michigan,2021,13-17 Years,60.7
"Up-to-Date, Females",Nebraska,2020,13-17 Years,62.2
"Up-to-Date, Females",Nebraska,2021,13-17 Years,63.2
"Up-to-Date, Females",Nebraska,2022,13-17 Years,56.5
"Up-to-Date, Males",Nebraska,2016,13-17 Years,41.3
"Up-to-Date, Females",Nebraska,2017,13-17 Years,61.4
"Up-to-Date, Females",Nebraska,2019,13-17 Years,62.1
"Up-to-Date, Females",Nebraska,2018,13-17 Years,66.6
"Up-to-Date, Females",Nebraska,2016,13-17 Years,50.6
"Up-to-Date, Males",Nebraska,2021,13-17 Years,60.7
"Up-to-Date, Males",Nebraska,2019,13-17 Years,59.0
"Up-to-Date, Males",Nebraska,2020,13-17 Years,67.3
"Up-to-Date, Males",Nebraska,2017,13-17 Years,55.3
"Up-to-Date, Males",Nebraska,2018,13-17 Years,59.0
"Up-to-Date, Males",Nebraska,2022,13-17 Years,73.9
"≥3 Doses, Females",Nebraska,2009,13-17 Years,33.9
"≥3 Doses, Females",Nebraska,2008,13-17 Years,17.5
"≥3 Doses, Females",Nebraska,2012,13-17 Years,37.3
"≥3 Doses, Females",Nebraska,2011,13-17 Years,32.6
"≥3 Doses, Females",Nebraska,2014,13-17 Years,43.3
"≥3 Doses, Females",Nebraska,2013,13-17 Years,41.5
"≥3 Doses, Females",Nebraska,2010,13-17 Years,42.5
"≥3 Doses, Females",Nebraska,2015,13-17 Years,48.2
"Up-to-Date, Males and Females",Nebraska,2016,13-17 Years,45.9
"Up-to-Date, Males and Females",Nebraska,2021,13-17 Years,61.9
"Up-to-Date, Males and Females",Nebraska,2022,13-17 Years,65.4
"≥2 Doses, Males",Nebraska,2019,13-17 Years,62.0
"Up-to-Date, Males and Females",Nebraska,2019,13-17 Years,60.5
"Up-to-Date, Males and Females",Nebraska,2020,13-17 Years,64.8
"Up-to-Date, Males and Females",Nebraska,2018,13-17 Years,62.7
"Up-to-Date, Males and Females",Nebraska,2017,13-17 Years,58.3
"Up-to-Date, Females",Ohio,2023,13-17 Years,65.1
"Up-to-Date, Males",Ohio,2023,13-17 Years,61.8
"Up-to-Date, Males and Females",Ohio,2023,13-17 Years,63.4
"≥1 Dose, Females",Ohio,2023,13-17 Years,79.8
"≥1 Dose, Males and Females",Ohio,2023,13-17 Years,79.2
"≥2 Doses, Males and Females",Ohio,2022,13-17 Years,64.7
"≥1 Dose, Males",Ohio,2023,13-17 Years,78.7
"≥2 Doses, Males",Ohio,2022,13-17 Years,62.9
"≥2 Doses, Females",Ohio,2012,13-17 Years,39.5
"≥2 Doses, Females",Ohio,2013,13-17 Years,47.6
"≥1 Dose, Females",Ohio,2017,13-17 Years,69.5
"≥1 Dose, Females",Ohio,2016,13-17 Years,57.6
"≥1 Dose, Males and Females",Ohio,2017,13-17 Years,64.1
"≥1 Dose, Males and Females",Ohio,2016,13-17 Years,56.2
"≥2 Doses, Females",Ohio,2008,13-17 Years,21.8
"≥2 Doses, Females",Ohio,2011,13-17 Years,36.7
"≥2 Doses, Females",Ohio,2010,13-17 Years,40.1
"≥2 Doses, Females",Ohio,2009,13-17 Years,33.9
"≥1 Dose, Males",Ohio,2022,13-17 Years,71.9
"≥1 Dose, Males and Females",Ohio,2019,13-17 Years,69.7
"≥1 Dose, Males and Females",Ohio,2018,13-17 Years,68.3
"≥1 Dose, Males and Females",Ohio,2020,13-17 Years,75.5
"≥1 Dose, Males and Females",Ohio,2021,13-17 Years,72.4
"≥1 Dose, Males and Females",Ohio,2022,13-17 Years,76.8
"≥1 Dose, Females",Ohio,2018,13-17 Years,69.7
"≥2 Doses, Females",Ohio,2017,13-17 Years,60.1
"≥2 Doses, Females",Ohio,2016,13-17 Years,49.8
"≥2 Doses, Females",Ohio,2015,13-17 Years,47.8
"≥2 Doses, Females",Ohio,2014,13-17 Years,47.3
"≥2 Doses, Females",Ohio,2019,13-17 Years,55.3
"≥2 Doses, Females",Ohio,2018,13-17 Years,60.0
"≥2 Doses, Males",Ohio,2012,13-17 Years,6.9
"≥2 Doses, Males",Ohio,2018,13-17 Years,58.1
"≥2 Doses, Males",Ohio,2017,13-17 Years,42.6
"≥2 Doses, Males",Ohio,2016,13-17 Years,46.5
"≥2 Doses, Males",Ohio,2015,13-17 Years,32.0
"≥2 Doses, Males",Ohio,2013,13-17 Years,19.7
"≥2 Doses, Males",Ohio,2014,13-17 Years,29.3
"≥2 Doses, Females",Ohio,2022,13-17 Years,66.6
"≥3 Doses, Males and Females",Ohio,2012,13-17 Years,16.7
"≥3 Doses, Males and Females",Ohio,2011,13-17 Years,16.2
"≥3 Doses, Males and Females",Ohio,2013,13-17 Years,24.6
"≥3 Doses, Males and Females",Ohio,2015,13-17 Years,29.2
"≥3 Doses, Males and Females",Ohio,2014,13-17 Years,29.1
"Up-to-Date, Males",Vermont,2018,13-17 Years,64.3
"Up-to-Date, Males",Vermont,2022,13-17 Years,70.3
"Up-to-Date, Males",Vermont,2021,13-17 Years,69.5
"Up-to-Date, Males",Vermont,2016,13-17 Years,53.1
"Up-to-Date, Females",Vermont,2022,13-17 Years,73.7
"Up-to-Date, Females",Vermont,2020,13-17 Years,75.3
"Up-to-Date, Males",Vermont,2019,13-17 Years,60.3
"Up-to-Date, Females",Vermont,2021,13-17 Years,63.8
"Up-to-Date, Females",Vermont,2016,13-17 Years,58.4
"Up-to-Date, Males",Vermont,2020,13-17 Years,65.9
"Up-to-Date, Males",Vermont,2017,13-17 Years,60.8
"≥3 Doses, Males",Vermont,2012,13-17 Years,10.6
"≥3 Doses, Males",Vermont,2013,13-17 Years,21.7
"≥3 Doses, Males",Vermont,2015,13-17 Years,41.1
"≥3 Doses, Males",Vermont,2014,13-17 Years,30.5
"≥3 Doses, Females",Vermont,2010,13-17 Years,38.6
"≥3 Doses, Females",Vermont,2012,13-17 Years,46.2
"Up-to-Date, Males and Females",Vermont,2019,13-17 Years,63.6
"Up-to-Date, Males and Females",Vermont,2022,13-17 Years,71.9
"Up-to-Date, Males and Females",Vermont,2021,13-17 Years,66.7
"Up-to-Date, Males and Females",Vermont,2017,13-17 Years,64.5
"Up-to-Date, Males and Females",Vermont,2018,13-17 Years,62.0
"≥2 Doses, Males",Vermont,2019,13-17 Years,61.7
"Up-to-Date, Males and Females",Vermont,2016,13-17 Years,55.7
"≥3 Doses, Females",Vermont,2009,13-17 Years,39.1
"≥3 Doses, Females",Vermont,2008,13-17 Years,25.8
"Up-to-Date, Males and Females",Vermont,2020,13-17 Years,70.5
"≥3 Doses, Females",Vermont,2015,13-17 Years,54.4
"≥3 Doses, Females",Vermont,2013,13-17 Years,42.7
"≥3 Doses, Females",Vermont,2014,13-17 Years,49.8
"≥3 Doses, Females",Vermont,2011,13-17 Years,50.1
"Up-to-Date, Females",Vermont,2019,13-17 Years,67.0
"Up-to-Date, Females",Vermont,2018,13-17 Years,59.6
"Up-to-Date, Females",Vermont,2017,13-17 Years,68.5
"≥1 Dose, Males",Vermont,2023,13-17 Years,86.2
"Up-to-Date, Females",Vermont,2023,13-17 Years,70.8
"Up-to-Date, Males and Females",Vermont,2023,13-17 Years,68.3
"≥1 Dose, Females",Vermont,2023,13-17 Years,80.8
"Up-to-Date, Males",Vermont,2023,13-17 Years,66.0
"≥1 Dose, Males and Females",Vermont,2023,13-17 Years,83.6
"≥2 Doses, Females",Vermont,2022,13-17 Years,74.2
"≥2 Doses, Males",Vermont,2022,13-17 Years,71.3
"≥1 Dose, Females",Vermont,2009,13-17 Years,60.7
"≥1 Dose, Females",Vermont,2011,13-17 Years,63.0
"≥1 Dose, Females",Vermont,2010,13-17 Years,49.6
"≥1 Dose, Females",Vermont,2012,13-17 Years,66.4
"≥1 Dose, Females",Vermont,2013,13-17 Years,60.2
"≥1 Dose, Females",Vermont,2014,13-17 Years,63.4
